"","Atha_Ler-0_sl_FLT_uG_Rep1","Atha_Ler-0_sl_FLT_uG_Rep2","Atha_Ler-0_sl_FLT_uG_Rep3","Atha_Ler-0_sl_FLT_uG_Rep4","Atha_Ler-0_sl_FLT_0.09G_Rep1","Atha_Ler-0_sl_FLT_0.09G_Rep2","Atha_Ler-0_sl_FLT_0.09G_Rep3","Atha_Ler-0_sl_FLT_0.18G_Rep1","Atha_Ler-0_sl_FLT_0.18G_Rep2","Atha_Ler-0_sl_FLT_0.18G_Rep3","Atha_Ler-0_sl_FLT_0.36G_Rep1","Atha_Ler-0_sl_FLT_0.36G_Rep2","Atha_Ler-0_sl_FLT_0.36G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep1","Atha_Ler-0_sl_FLT_0.57G_Rep2","Atha_Ler-0_sl_FLT_0.57G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep4","Atha_Ler-0_sl_FLT_1G_Rep1","Atha_Ler-0_sl_FLT_1G_Rep2","Atha_Ler-0_sl_FLT_1G_Rep3"
"AT5G49610",2799,1160,86,1845,821,442,3473,2086,4434,1564,478,3992,3354,1664,40,4877,1885,1127,1654,3176
"AT5G49615",1504,4208,2780,2996,2375,183,4670,3901,2540,3051,2945,438,4541,4142,2688,984,1518,4042,3378,305
"AT5G49620",2430,1953,4733,1979,751,3037,4992,3915,3781,3089,2181,4746,1211,71,1821,2037,4229,4283,2498,3486
"AT5G49630",708,3311,4276,168,4697,4440,230,3347,354,3612,1570,4985,1208,4029,1128,1243,2764,391,1125,3414
"AT5G49640",3017,443,3594,3786,4242,388,577,2863,3719,3727,4350,4971,1401,4424,1602,3946,1366,2323,3854,3220
"AT5G49645",4236,2501,4824,1269,4243,2414,395,3358,4022,3765,4567,2871,35,4424,22,1555,3056,423,4506,3503
"AT5G49650",3438,4008,522,2004,2447,2946,4402,3544,4607,4349,3632,1144,758,2189,491,849,934,4409,1287,4642
"AT5G49660",3221,4842,4133,1844,1554,1643,4395,4776,1700,3327,4665,2013,2550,229,2577,515,3313,2694,448,4346
"AT5G49665",1985,4084,4577,4512,4869,1992,3822,447,1346,3821,3503,3144,698,1432,3751,230,408,3661,2784,4441
"AT5G49680",63,1516,3338,2525,2465,3548,2548,1527,4789,4910,494,3274,2503,2894,1145,231,4076,2052,2334,4897
"AT5G49690",493,4025,2896,4883,2078,1229,3599,3755,3841,356,3668,1169,232,522,2422,1592,917,1498,3249,814
"AT5G49700",0,1278,2820,4090,2726,1930,4647,4843,4650,1687,3605,932,875,883,3984,1397,164,513,1511,283
"AT5G49710",2290,4950,930,70,1347,1542,1584,1348,3850,857,256,1665,3126,595,2585,3111,4713,4414,715,67
"AT5G49720",1253,3330,4890,2901,2099,3666,2467,4114,3247,19,676,1226,1762,4746,3326,785,3438,878,3036,1453
"AT5G49730",2351,4106,2120,4553,1871,2926,2708,2984,1332,3886,2418,3667,2446,4818,2348,987,3558,1445,1393,2653
"AT5G49740",22,3227,3850,4414,4885,4344,4057,102,524,3733,3091,4854,1870,2189,3420,1108,3741,2100,2233,1700
"AT5G49750",3617,2299,1619,3091,3660,1773,4596,4619,2020,1187,1382,3008,4926,1823,4984,1246,509,3566,3194,4637
"AT5G49760",836,3461,133,4550,1909,2563,303,1023,3623,1991,835,264,3764,1530,399,565,1666,1336,1728,1314
"AT5G49770",3132,579,3869,4806,3731,123,4229,4928,4649,923,3447,1113,2320,516,436,1386,127,514,3572,570
"AT5G49780",4281,4387,2707,1275,4637,4305,37,2849,445,4851,3973,3555,4197,277,4749,3829,4161,3981,199,4581
"AT5G49800",4224,2613,3370,4299,132,3996,4360,1304,694,819,2892,2811,2303,3382,3493,4436,2160,2328,687,1057
"AT5G49810",213,1735,411,693,3476,559,3390,1059,2688,3861,953,1088,4199,1043,1818,908,1437,4539,1945,4654
"AT5G49820",2462,2332,1176,3021,2466,1317,358,3689,1781,2600,1856,1181,4309,1281,3319,1073,3378,4904,2334,4431
"AT5G49830",3226,162,569,4501,4301,3025,3754,2561,4503,2356,3381,470,663,1155,2576,3830,4989,1450,3598,3445
"AT5G49840",80,1430,2827,169,1928,2275,2693,4483,2021,1041,757,2236,643,3665,4346,4709,1085,1482,4159,381
"AT5G49850",2393,4267,176,1798,709,3255,267,1295,1846,4230,3896,1680,1126,4582,216,230,4164,4090,1974,2572
"AT5G49860",4635,2345,2448,4672,3637,4670,4496,4591,1541,1673,4251,3006,3173,3848,2154,462,1038,4293,772,1734
"AT5G49870",2227,3712,1930,4769,2680,383,2466,397,714,2908,1366,3516,3415,2866,3751,3985,3859,4661,587,1965
"AT5G49880",1869,2971,4748,419,4829,3621,4641,4540,4195,4048,4272,1196,3904,4172,1680,3802,1760,3718,4595,4785
"AT5G49890",4048,3153,1442,2330,597,1082,627,812,3866,4023,2765,3280,1072,4553,726,2563,992,1527,3136,4474
"AT5G49900",4816,3063,1534,1797,3622,3099,2230,209,3984,230,1771,1726,2572,1782,4424,4506,323,3539,3961,4399
"AT5G49910",4157,4155,3409,4758,2851,805,2252,47,719,659,3881,1069,364,3018,4541,4326,1506,927,941,2429
"AT5G49920",2209,3702,4015,991,4442,4438,3471,625,628,4189,4982,4083,656,129,4660,497,4801,4476,4473,2463
"AT5G49930",4068,4670,2878,724,95,4842,651,1675,1539,887,2977,1496,30,4761,2545,3828,3264,3343,4174,4726
"AT5G49940",4685,1104,4026,4508,2740,567,4814,3656,4225,3139,775,4728,3642,2045,3845,1161,3841,2216,3277,1727
"AT5G49945",2705,385,2112,197,4840,329,1454,3522,82,3223,2808,189,204,3546,4143,2715,4014,832,3702,853
"AT5G49950",4348,4777,4490,440,4256,1955,2688,2187,1197,1618,2414,1644,1190,4438,1180,2040,956,420,2454,4583
"AT5G49960",2121,2562,573,1036,3721,1253,4461,934,2796,3285,1217,203,4352,4437,932,1372,4667,3307,668,4343
"AT5G49970",1151,3875,2866,687,3634,3155,2383,1870,3154,1726,2575,2293,1937,4723,19,1662,3247,2051,1195,4973
"AT5G49980",2135,2701,253,665,2118,1954,2592,730,132,4123,3756,2056,3162,1391,3949,3286,4864,830,2637,1626
"AT5G49990",266,1022,2274,1536,691,3192,4170,2813,778,1607,2107,1108,1276,2122,763,1945,581,3100,4355,2552
"AT5G50000",3583,951,407,2341,3277,3205,444,3797,1120,2477,3916,666,931,3557,2958,1032,2147,2192,4677,2632
"AT5G50010",4043,581,18,626,4877,3815,282,1566,3877,4725,4064,1645,4251,4505,4004,1732,1837,649,3894,2350
"AT5G50020",1520,3036,3139,2627,3967,73,3204,4496,4353,2688,1186,4700,2320,791,2583,616,4411,4552,4584,303
"AT5G50030",3242,819,1496,3732,1258,113,2333,1014,3104,3526,3878,2981,3741,2538,2935,4940,2224,1928,3111,751
"AT5G50040",2736,3893,4710,2224,87,1300,2984,4375,1846,1897,2311,3341,2079,3521,4559,2627,4006,1251,1815,2669
"AT5G50050",2481,2340,758,4842,2318,4614,643,4935,186,985,774,3949,1193,3406,1788,1700,1117,4127,134,4863
"AT5G50060",2185,2016,3828,1265,1189,1860,4620,607,1953,4437,4188,3436,2639,4645,1908,1687,92,3876,3537,4067
"AT5G50070",2277,2028,2025,4297,1102,2013,62,4001,864,588,458,4697,4368,4698,2246,1894,2760,1201,2285,3025
"AT5G50080",2479,4709,4344,3760,370,2787,701,2843,4841,1407,3664,2639,4370,167,2888,4665,2956,1050,4475,4776
"AT5G50090",161,4877,1532,3853,630,2388,4386,4725,3884,2480,3989,3419,2165,684,3520,2830,4592,966,2036,676
"AT5G50100",1310,2400,2630,4623,3783,3963,1397,1026,1653,2495,4659,2539,1900,1188,3907,1028,75,2014,1416,1964
"AT5G50110",70,4870,4037,3340,4896,4100,1075,3544,3592,1224,449,1206,2102,600,462,4687,3417,4756,2221,3312
"AT5G50115",3230,4740,2615,2725,809,4905,3146,3608,2701,252,876,1752,3329,4649,1068,563,2367,1844,649,1567
"AT5G50120",2707,4659,4610,3743,2041,147,856,768,2122,4966,2286,465,4679,2235,3855,2959,1906,113,504,671
"AT5G50130",3137,1433,589,2225,1436,2752,3281,2431,2061,1796,132,3304,1443,1422,1107,2887,1382,4037,3408,3520
"AT5G50140",733,4076,2868,1560,949,2847,2351,2641,1325,1507,3312,395,2388,4446,2937,2399,3989,2130,1239,1970
"AT5G50150",4196,180,2614,3383,103,1142,966,2744,1614,333,1212,1343,1698,1021,2095,1044,1426,857,1780,4507
"AT5G50160",4305,4598,545,3629,3487,3698,2139,4129,2561,4443,3396,447,2986,192,3894,363,1700,4678,1740,2895
"AT5G50170",977,2998,563,2928,761,376,2492,2057,1823,2391,2335,3006,1706,1319,3335,2593,3704,3269,1928,4584
"AT5G50175",4572,2152,3555,2687,61,2038,1652,463,2201,4315,2379,1862,4199,1563,4429,2397,487,4477,4365,1172
"AT5G50180",4103,2551,364,2257,3321,4694,2800,2266,3154,747,302,3450,1332,2465,1417,1661,1105,1357,3675,4810
"AT5G50190",701,1807,2685,1735,1378,3253,1908,3056,1262,308,597,4965,1282,605,301,342,2029,2905,2461,2633
"AT5G50200",4495,748,602,80,518,3867,4037,2319,243,1614,2878,2742,886,2132,312,4028,269,3270,1273,4411
"AT5G50210",3221,298,958,2150,148,162,3302,597,475,3544,1195,4134,1520,3823,1721,2367,957,3032,1432,4379
"AT5G50220",1607,120,28,350,3850,2020,664,1713,2993,3028,4625,2127,3058,3649,2577,4006,3557,211,2791,361
"AT5G50230",3584,3796,3633,341,4878,3769,1792,428,4916,3906,3039,1276,3155,3747,1722,4933,2051,282,4818,2633
"AT5G50240",3654,2458,4556,3936,4182,3594,3886,4100,1217,134,1821,1566,2272,3794,3468,863,2004,4706,2035,577
"AT5G50250",911,4601,1014,4172,2110,744,3916,4279,4445,2738,4549,1405,2321,4801,1526,2741,2549,2054,534,3918
"AT5G50260",4227,270,1114,4000,1838,4297,2133,1105,3807,990,4988,925,4116,178,3725,3011,1072,543,4186,1113
"AT5G50270",2274,3860,4935,1735,3743,3930,2422,2496,4086,3613,4225,1509,4070,671,3581,2872,4341,4332,3101,2652
"AT5G50280",2948,296,2903,682,2454,2399,2549,4240,2443,3389,3461,4571,4434,3857,2080,1406,4682,789,1704,4253
"AT5G50290",1981,289,1556,3273,3111,2053,3037,2700,1900,3218,1349,2825,724,1149,2498,3240,161,1737,3449,2964
"AT5G50300",3330,3439,1577,2168,4461,1626,4776,7,2617,4144,965,2993,3285,3562,445,4769,1983,4370,1918,2025
"AT5G50310",173,2089,92,689,4851,4594,4830,1000,2445,4634,2983,1758,1757,1445,419,683,4323,1708,502,523
"AT5G50320",2769,4312,2244,1320,1051,898,2076,3155,3972,1820,869,2413,2962,724,4968,3886,3418,1947,2862,713
"AT5G50330",314,2003,1890,915,720,567,3441,2337,3098,3441,2874,1277,1144,420,803,3510,501,4752,2403,7
"AT5G50335",632,4170,2299,3291,2874,4342,3863,4479,3048,2163,3965,3788,4569,1531,4482,874,2550,2045,1908,4468
"AT5G50340",2415,4139,3928,647,1793,3182,1009,660,1268,1919,4603,1329,2337,1289,371,2864,3757,3201,36,1469
"AT5G50345",2900,429,4230,4892,2298,4068,2205,4731,2098,3313,1842,50,4299,780,3988,2113,4995,1885,839,3197
"AT5G50350",1798,286,4715,4388,64,145,3991,1279,120,2431,675,3470,1639,4561,4503,1187,838,3135,1420,3364
"AT5G50360",307,2825,1366,3180,2536,2344,1977,205,4178,3307,748,3935,4715,435,1729,4656,3248,2485,2413,4752
"AT5G50361",4276,549,3097,4783,4109,2438,1439,755,4982,3204,1312,1604,1634,2833,4094,1997,4923,1230,4645,134
"AT5G50365",4383,107,4286,2826,1292,1536,4277,697,3551,3588,3255,1934,4661,4483,1032,2344,2424,1498,3795,1338
"AT5G50370",1040,4148,2389,465,3004,4021,657,261,2381,23,4936,1351,3579,4739,3297,4755,3464,4819,4788,4940
"AT5G50375",4845,362,3378,117,234,86,179,1160,1585,4926,733,4662,2754,1275,4809,1338,2223,2510,1411,298
"AT5G50380",4641,1703,1122,1013,3611,4819,1381,422,641,4641,2936,193,2313,1393,3180,2151,1219,2344,4629,4538
"AT5G50390",232,1777,4104,3960,3597,2196,3930,3391,2410,1834,935,729,1276,3416,2593,3209,2889,557,1224,2660
"AT5G50400",1957,151,1634,4622,3101,4235,3276,2683,766,3347,3730,2828,4526,4497,3917,1175,2738,2371,2633,4731
"AT5G50410",4266,2323,3599,2851,111,389,3067,4849,3132,2899,4640,1240,4513,4909,3105,2790,3731,4541,1187,4120
"AT5G50420",4703,3927,3294,4759,147,3795,4114,91,337,160,1368,482,4283,4326,3546,1464,2667,3626,758,2329
"AT5G50423",4215,3151,146,3425,2608,80,1080,3825,2100,3028,1922,2928,4097,1885,4389,4400,4542,1344,2474,2167
"AT5G50430",329,3780,3961,571,4936,407,186,4316,3859,103,1865,581,3777,4254,2500,3627,364,2979,2156,1687
"AT5G50440",3807,2138,4181,1573,1497,1840,4697,3856,4787,3416,980,3467,4580,427,3471,3743,4682,1761,2327,4740
"AT5G50443",1455,4109,3652,3942,2283,3034,3018,1822,1067,118,3675,251,2279,3348,1132,227,894,3174,1730,4080
"AT5G50450",1274,3324,4424,233,2620,1192,1564,3475,2893,4201,3384,3855,2298,1835,1782,139,2746,4498,3197,1713
"AT5G50460",4449,4931,2440,2336,2972,2859,1942,1624,595,1926,1505,4064,1066,400,1566,132,1284,1600,4493,464
"AT5G50470",4613,349,3645,2369,3749,2187,3309,2669,3002,2257,1799,3477,1942,2341,2310,2583,3530,3860,2243,3040
"AT5G50480",4432,3589,2559,2653,2197,4511,1654,4961,4323,3662,49,4289,4076,311,2004,2610,2785,3032,3709,4679
"AT5G50490",2308,1755,1918,1411,989,3910,4265,2410,4545,2178,1463,206,4401,3628,527,2030,4481,4567,413,3158
"AT5G50500",2547,2740,3526,1058,4749,3428,2457,4597,3256,4596,2872,2797,3264,1281,2341,82,1071,2669,4736,852
"AT5G50510",3024,1272,4653,1922,3364,1927,4359,2590,2200,1322,682,774,3129,1449,146,2923,477,221,3814,421
"AT5G50520",4915,2488,2392,2078,930,3096,3409,3962,1452,4897,1194,4832,783,4382,926,4161,596,573,1649,4146
"AT5G50530",249,495,1633,1470,1807,2032,563,4933,3760,3858,4847,3850,1690,2578,3724,4137,3625,4975,556,1814
"AT5G50540",4234,3754,4332,1914,1771,6,1573,3469,4875,832,839,1841,2312,1973,226,514,1448,2337,3832,4287
"AT5G50550",3731,1128,3193,3377,2668,4269,4250,4317,4586,253,3331,528,967,2336,4368,1602,3641,4186,1218,1213
"AT5G50560",3986,2560,3928,272,1827,906,793,828,4059,4495,1300,2957,3478,882,2048,1976,3334,2232,1798,937
"AT5G50562",2990,611,1887,437,931,4495,1951,4409,3772,2007,1699,4250,3912,1795,1663,2966,3920,3868,3560,1049
"AT5G50565",434,3245,4507,621,1575,1535,2609,1577,45,2102,3886,4307,250,3208,2608,3933,1504,3520,2155,3032
"AT5G50570",2178,767,2443,1838,1181,4852,174,2171,1421,805,2604,1324,4822,4844,4076,3787,775,1811,905,1889
"AT5G50580",3322,4535,3235,2144,2093,4707,574,919,1207,4799,1565,2629,2499,4208,2009,2713,3164,4859,251,2028
"AT5G50590",2181,2356,3285,1186,4995,2544,2868,2102,4518,3336,2787,2962,4465,4381,2673,1867,170,2017,4433,669
"AT5G50600",2107,2449,4929,263,2961,1002,2481,1488,1215,1154,3978,2623,1362,4436,905,1540,488,1505,1723,3546
"AT5G50610",4217,3143,1587,2088,1887,168,1647,4590,3796,729,4902,3053,2817,2508,2580,592,1271,2888,1146,3222
"AT5G50620",258,1601,1529,3667,4595,2820,4359,244,3079,1403,4711,4377,748,1285,2480,318,805,3678,4981,4086
"AT5G50630",110,492,2394,206,1599,2187,2440,159,4811,4902,1572,4925,1581,970,4569,4542,3934,898,1764,4833
"AT5G50640",3285,55,3680,198,276,1698,4034,2802,385,3076,1392,350,4930,3057,3040,1643,17,2003,3514,1969
"AT5G50650",474,612,4797,428,4649,244,1839,3545,4466,1040,4147,674,2099,3428,1217,2078,4154,504,2022,3178
"AT5G50660",4339,3799,2013,232,1341,1895,1673,2348,3507,1160,3937,385,2512,3751,3108,1237,4541,3350,3662,3367
"AT5G50665",2089,235,1295,115,1171,611,1996,2570,4166,823,887,4389,3707,2238,964,112,3388,1217,2077,4543
"AT5G50670",226,3046,3164,4288,256,4406,2022,2309,784,712,3772,4579,2036,1424,3579,1130,3353,3308,3746,3747
"AT5G50680",1590,3148,1572,4673,379,4409,4154,4320,3100,2361,4198,2302,2581,4739,2309,58,4236,3055,527,4233
"AT5G50690",2234,3272,2216,3333,3912,1473,1429,3474,869,863,2204,1231,2649,2499,4210,4625,3012,415,3536,4214
"AT5G50700",2845,3175,4485,2427,3655,109,1628,1421,442,1903,3359,2007,3644,571,808,4288,153,3105,3946,4499
"AT5G50710",3957,2428,3700,4932,4845,478,4166,3772,45,4428,584,1396,492,1459,2818,1871,3507,1519,4472,4370
"AT5G50717",2861,3058,4768,2436,4406,1167,2955,1097,4419,4008,4004,3937,3916,3625,2155,3013,3403,601,79,3469
"AT5G50720",4733,2420,368,2236,424,4391,1040,1787,864,3464,4825,102,4841,3314,4110,4173,2169,2034,4620,3825
"AT5G50740",3376,2327,4938,2666,2396,1303,1585,3810,2516,523,3527,4515,1464,1318,1148,608,4605,1135,53,3178
"AT5G50750",1556,2356,224,1577,1152,4780,3869,758,531,4026,1399,3909,756,4130,3832,4102,1823,3040,465,4762
"AT5G50760",3627,2042,4586,2573,3259,3736,492,4364,558,2791,3129,4842,2376,3021,1854,3961,4238,501,4861,1783
"AT5G50770",3628,4571,3266,1111,464,687,3869,3870,4123,3955,409,4835,2075,3401,1295,1355,97,3803,2771,1770
"AT5G50780",1473,4339,902,4898,497,906,2730,2083,4462,1726,4116,125,4667,2577,4590,1911,2025,4838,1368,2022
"AT5G50790",4857,717,1523,3476,1719,3812,4030,1167,797,4725,1788,4915,1843,4627,1369,2982,1797,4873,2745,4817
"AT5G50800",3722,3848,2262,4005,4699,130,1300,3085,518,4036,4013,1688,2595,52,2016,2073,2524,2587,4155,232
"AT5G50805",193,1505,988,4407,1722,1581,2959,4515,1120,1012,3554,298,3029,933,4122,1478,2372,718,3986,2735
"AT5G50810",4816,695,151,3351,2588,4566,3436,1185,255,1230,2701,1136,3848,4172,1021,937,3297,4155,2828,430
"AT5G50820",4891,4407,475,4979,2295,4787,2894,4156,3172,3619,4860,2184,2874,1833,74,1777,4629,3096,4897,2401
"AT5G50830",2449,1092,1364,4311,2557,233,517,1439,2421,2804,3036,4008,2080,1072,3201,4166,763,560,1238,2982
"AT5G50840",2448,1798,2517,4020,596,1381,3525,3289,802,3482,3029,2266,3781,1786,4305,3153,2270,945,1640,945
"AT5G50850",166,1630,408,4952,911,4554,461,4860,3137,176,592,536,2091,177,4088,4852,4230,1462,2935,2135
"AT5G50860",725,4418,4886,1461,2927,4425,1168,3774,1610,4503,1950,2401,1239,1781,1305,2794,188,2614,900,2208
"AT5G50870",3567,1003,1368,944,1024,3513,2314,3699,4561,364,4635,3163,1758,3045,3096,3065,4026,1732,1762,1994
"AT5G50890",3157,1559,241,1366,747,2588,2796,3665,4808,1101,2778,2475,2460,2799,961,4863,989,1407,615,3945
"AT5G50900",1521,2887,946,3550,3722,4470,778,2587,521,3274,3335,2791,1997,4952,2520,432,2308,2400,629,1318
"AT5G50910",3154,2806,814,3040,2158,4150,43,2104,3185,4002,471,1762,2812,2021,4597,2253,1945,285,2837,760
"AT5G50915",1062,4552,3509,1199,1271,2748,4248,3079,1855,4344,512,4403,801,323,2949,1456,3217,486,4439,4001
"AT5G50920",900,3248,4632,1659,2570,3698,2727,989,2736,905,3626,667,3670,3254,4916,74,3944,1200,667,1529
"AT5G50930",2839,3942,2471,712,3685,4267,974,2553,3988,2438,2358,2039,1103,3837,591,3974,1298,2892,1905,2405
"AT5G50940",3615,3957,883,4501,252,4663,4906,3639,1230,2997,1962,2884,4010,2999,4970,4860,4095,2317,2694,2199
"AT5G50950",4257,111,4811,518,3314,2337,171,3743,2769,188,2,955,3024,2286,4472,2579,3151,3803,468,888
"AT5G50960",558,3966,1908,4050,3736,1546,1459,1625,4452,1327,1746,3178,3189,1472,3661,403,4736,3921,4955,363
"AT5G50970",2373,963,621,2395,2546,2973,155,3726,1350,410,1385,984,871,1099,3298,4649,4593,2780,3896,4580
"AT5G50990",2783,2281,2332,4586,3776,3783,4830,3672,88,3604,1493,2541,4874,4632,1455,3831,2844,1886,2752,3343
"AT5G50995",4927,1482,1986,1796,909,3944,1897,18,4728,4011,3294,1098,3785,392,844,4882,1626,282,3339,952
"AT5G51000",3781,2344,84,3225,4485,1145,4813,2723,3145,2995,3885,1856,410,3432,2313,3974,777,3086,671,4629
"AT5G51010",2046,4132,2612,1310,926,124,616,1053,4065,2268,4902,4296,610,382,2952,1830,1138,246,27,1892
"AT5G51020",2072,1686,842,3661,3099,1813,2925,400,1245,4420,2592,1809,3527,1878,2356,963,1999,2120,915,889
"AT5G51030",3616,1207,4924,3143,3275,2111,2748,66,735,2209,2275,1468,1450,3559,4438,1607,3199,234,3248,3019
"AT5G51040",4998,2850,3313,2127,4652,1099,4844,3958,1784,4810,112,4563,1509,4940,3523,3980,2401,4368,4923,1691
"AT5G51050",4143,3810,4444,2255,2742,3928,4956,1806,1353,1310,927,4307,3212,2608,891,1856,4693,403,507,4311
"AT5G51055",3240,4671,2032,2757,3664,4770,1605,994,4488,2199,3273,2267,1028,4845,1988,2014,1747,1448,2452,2721
"AT5G51060",1092,743,1874,4125,2917,1352,252,1316,441,3550,58,856,1430,1399,4583,1508,642,221,3041,815
"AT5G51070",1677,1738,4297,2164,360,2906,1260,209,1070,3488,3964,2576,4543,4560,1114,1775,3742,1396,4166,3391
"AT5G51080",1759,3428,2826,2822,4373,4086,3637,226,1163,4912,960,860,4041,2185,4017,3769,4585,3326,4187,952
"AT5G51090",2517,4932,3182,4217,814,425,3280,3022,779,2844,3301,1014,3778,10,286,2108,4607,4833,3511,4161
"AT5G51100",665,1691,3776,3495,2005,4930,1094,3797,4798,1655,2172,3799,119,2495,3035,2876,3932,1443,960,406
"AT5G51105",4750,4913,3636,3214,4382,2011,3699,4205,94,3179,4428,2770,1212,1797,1342,47,2861,4664,3201,2521
"AT5G51110",4402,1988,4294,4269,141,1306,4350,1121,4871,192,2356,4191,4327,4632,1679,1547,612,2648,43,594
"AT5G51120",3620,490,305,240,2229,324,762,4564,2511,3366,1818,1288,4414,3116,548,780,1717,3539,201,1274
"AT5G51130",2,1200,3218,4395,2635,4473,1853,2303,127,1029,486,1809,3379,2501,1654,2747,958,893,3495,74
"AT5G51140",3868,1005,3288,2343,3215,4335,2886,2436,1174,2849,1743,4996,2013,4978,902,2820,3989,375,483,4136
"AT5G51150",2279,2067,4930,2032,1772,2027,1791,2901,3963,4659,2884,876,2612,1062,1818,1911,2093,1814,877,3100
"AT5G51160",2005,3588,1876,4628,2173,635,3349,4339,2064,691,3983,131,797,427,1406,4558,4319,2754,2677,1175
"AT5G51170",3948,718,4159,3267,1491,2954,3120,2217,3810,4664,4897,4318,4511,160,2437,4630,4637,3958,3296,4703
"AT5G51174",2201,1760,750,3851,4516,4481,2102,662,2595,542,1686,2925,4076,4815,168,2237,975,2885,2221,3850
"AT5G51180",1604,777,65,1683,4663,4816,478,1983,1443,1699,4325,4106,2977,2399,3761,4616,3932,1927,557,3488
"AT5G51190",4743,400,2297,2411,202,3062,4703,398,313,806,4015,4885,534,2000,4848,1801,1202,4560,1307,2914
"AT5G51195",3957,4464,3991,2830,1913,1112,1959,3769,2177,4362,4689,696,113,936,3682,4036,367,2966,3457,3291
"AT5G51200",4469,4031,1685,4789,2722,443,441,1901,3151,2403,4665,4140,4202,4197,3328,2295,1621,4902,2123,406
"AT5G51210",4838,935,4549,3299,433,3045,4788,2337,3237,1285,1908,108,4420,3355,3358,2198,432,2373,3600,1653
"AT5G51220",3461,4876,4286,1957,1134,1934,1780,622,4120,827,2904,3653,651,2337,1386,1233,2749,2442,796,1850
"AT5G51230",4427,2346,1399,772,4671,2041,1201,572,2442,2658,2523,3150,4759,1898,2890,1274,1437,4601,4652,3009
"AT5G51250",2961,3746,3154,2316,1603,1180,4910,2578,1553,4664,1196,4021,4412,2295,1280,3516,3991,1707,3141,928
"AT5G51260",3252,1682,3707,1795,3865,2569,3857,335,2876,3982,3726,181,4094,3250,4136,4001,3449,3956,822,4399
"AT5G51270",2102,1182,3311,4327,3763,3780,2744,2815,342,4748,2734,3852,149,1029,4525,1838,920,2058,26,259
"AT5G51280",2769,863,1009,4607,3565,3187,213,3920,4711,3165,4537,2389,3936,274,1031,2734,4384,2634,3140,953
"AT5G51290",3936,894,1068,3754,2539,2708,1158,1933,4584,2618,1138,2167,1130,3161,1815,4235,1765,4184,3466,2369
"AT5G51300",743,4723,923,4961,1265,750,3375,1800,4065,1120,1120,4950,373,834,1867,3196,483,3358,2225,1416
"AT5G51310",0,3317,2060,101,2826,682,1630,1149,3177,822,3614,1869,2977,2793,4998,1713,4787,734,1927,1395
"AT5G51330",2252,3814,2578,2229,571,2453,4408,3258,349,3627,637,846,3541,4183,785,2781,671,4363,4154,4345
"AT5G51340",2132,2213,4437,3268,3017,123,4649,4592,524,1151,2493,3035,935,827,3036,4834,3343,3408,1482,1470
"AT5G51350",4203,3032,2232,2363,172,1331,2365,559,1772,4037,2728,1909,81,988,4827,1362,2558,4495,1411,1325
"AT5G51360",3925,1159,4647,1045,110,2653,1027,394,1254,2880,4489,1670,407,1847,4116,4735,1584,1500,4301,734
"AT5G51370",3274,2007,4525,2794,4179,1055,3315,1100,3233,3010,1791,2060,3848,2151,3340,3506,1295,3373,167,2493
"AT5G51380",2337,4649,4420,2058,1046,4947,82,4427,973,2984,4227,3977,3423,692,1256,1320,971,3957,1838,2889
"AT5G51390",140,2687,2939,1566,224,1192,4056,4246,738,8,4643,4822,2178,2269,4077,3573,2907,2120,477,724
"AT5G51400",2872,2672,3877,4632,4145,4496,1691,4104,1721,1609,466,1084,2644,1368,4173,2466,4581,2781,3689,4104
"AT5G51410",4004,3529,3597,614,3794,2881,583,2906,4068,437,2314,3391,608,4178,4779,706,1979,499,2486,4547
"AT5G51420",1875,3060,1490,3383,865,1579,2102,4642,1762,1251,2836,2612,2048,739,4538,4403,1294,4337,4350,1038
"AT5G51430",4177,3928,3537,3229,399,740,3592,1218,1028,2017,4035,1584,172,4067,2798,2036,4393,4553,2640,478
"AT5G51440",997,491,2898,1812,2043,1841,4329,3030,346,3666,2594,4874,2987,4890,4684,479,725,1318,2775,3501
"AT5G51450",2051,329,3955,2115,315,4224,2040,1050,570,3752,4968,4443,1240,3646,3439,3399,3077,4378,3394,1311
"AT5G51451",1315,148,3605,4091,1266,575,2503,2308,1282,1792,2667,153,1188,2673,1893,3146,3244,3019,497,2396
"AT5G51460",4300,4839,4782,3336,3188,4351,3995,301,828,1575,3392,4878,4485,225,2254,3912,4256,2553,3731,4273
"AT5G51465",3959,4222,688,563,630,2150,1540,3619,800,2242,36,3776,1736,4413,3403,2139,2458,4198,1915,4812
"AT5G51470",3357,2296,1689,2563,1464,519,832,2224,1447,4276,4279,452,4561,1755,3688,999,2523,1120,1237,1208
"AT5G51480",3441,1388,2969,4781,1157,3810,2281,4814,285,4503,4029,2942,3077,4705,2234,904,647,2394,3157,4470
"AT5G51490",524,398,4133,1213,1756,4241,4082,2049,3478,4516,859,871,3560,1742,2252,3695,4427,1067,2534,2195
"AT5G51500",3030,4204,4571,478,1688,2993,4700,161,3214,1295,4135,2293,596,3344,2395,3511,1736,2465,4135,2977
"AT5G51510",3340,3171,4718,2650,606,3476,609,1599,1184,3605,268,3893,1756,4486,2056,2324,1709,4668,568,1251
