"","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30"
"ENSMUSG00000087579",3613,998,981,3201,4065,4082,4772,4398,1806,79,3656,2613,4706,843
"ENSMUSG00000087937",3067,1660,1972,2462,406,1494,433,932,20,2320,862,259,3532,2091
"ENSMUSG00000088027",2614,271,959,1723,2664,1631,721,584,3604,3974,2248,2342,21,2042
"ENSMUSG00000088212",2178,630,4009,1000,3100,3194,2205,4558,1361,76,2955,1958,2707,2763
"ENSMUSG00000088266",2838,4788,1060,1148,3545,2814,4534,4304,3283,3933,4597,374,4831,1337
"ENSMUSG00000088310",561,2829,2991,1474,3112,945,1204,1510,3138,2437,448,4447,1104,2910
"ENSMUSG00000088370",3618,2978,241,4474,3028,3118,158,4463,2554,1625,803,4901,1602,2763
"ENSMUSG00000088490",1906,1345,2996,4891,1272,1696,406,1331,2344,2263,2283,2484,4914,4551
"ENSMUSG00000088525",3412,236,165,3909,3244,1592,4253,356,1121,2389,3612,4291,2527,2205
"ENSMUSG00000088558",4004,4105,1728,3986,1796,4457,1672,2717,3297,674,3835,2514,4354,220
"ENSMUSG00000088894",3044,4191,3970,4515,12,4490,3493,2746,3740,4783,4108,4873,3861,4366
"ENSMUSG00000088907",1410,21,779,945,1104,4680,4857,274,2998,417,460,2757,2370,1029
"ENSMUSG00000089087",1006,4115,2015,2840,459,1137,2219,1697,1278,1814,454,3115,2916,1483
"ENSMUSG00000089102",1991,2338,1678,3191,2341,2684,3934,2777,1453,1354,4419,1291,3204,626
"ENSMUSG00000089143",2573,1097,2765,4117,3918,4326,2617,3561,4461,4993,1681,3785,4858,15
"ENSMUSG00000089151",2913,2741,3892,4945,3271,1199,2175,2975,2411,1275,4257,564,2777,3377
"ENSMUSG00000089625",3901,831,3871,98,3019,3304,3150,830,1010,4157,1390,140,4350,258
"ENSMUSG00000089679",1790,3225,1199,4287,4624,2934,4209,4815,1056,4012,4131,4359,2680,4314
"ENSMUSG00000089766",2569,2613,2560,4918,4505,4486,757,937,2996,2537,2459,2680,3466,4349
"ENSMUSG00000089807",3765,2644,1255,4901,715,4572,4028,4564,3922,3301,4116,103,306,16
"ENSMUSG00000089952",245,2022,3790,4319,4354,3544,1192,3619,4487,1681,4889,1007,1921,644
"ENSMUSG00000089993",3450,2971,4865,1855,4803,255,3799,2596,2663,2965,1202,1891,1801,1886
"ENSMUSG00000090041",1168,794,1533,726,3288,3798,528,3365,1692,4212,3156,1862,3600,4265
"ENSMUSG00000090117",442,3670,338,85,4949,1108,2305,3077,4816,340,3028,852,881,2391
"ENSMUSG00000090147",2596,826,922,1710,2513,3907,2484,87,678,3142,4801,2822,3128,3695
"ENSMUSG00000090235",1257,3588,2747,3888,2819,1511,4347,3046,907,3491,159,360,2025,3547
"ENSMUSG00000090291",2587,669,1127,1558,1324,1574,194,1773,2927,3549,3737,3512,2253,468
"ENSMUSG00000090369",3087,1629,3026,565,3675,773,3509,1301,1123,4927,2401,924,3356,4174
"ENSMUSG00000090737",3503,3701,4510,3271,251,3028,4182,2752,2962,4799,298,4665,3904,4171
"ENSMUSG00000090840",543,3602,4181,569,1906,2993,1682,647,4272,4950,1574,2054,4733,2769
"ENSMUSG00000090965",2646,1105,1382,2220,387,2548,1655,3989,3819,3016,4981,2256,1619,3884
"ENSMUSG00000090990",2837,4394,2707,2652,1616,1256,4231,563,922,647,1081,2629,2003,3714
"ENSMUSG00000091014",766,48,3483,2750,1269,2728,466,3266,3051,1221,905,2648,1995,1759
"ENSMUSG00000091230",2946,3848,206,1909,3424,3023,1183,1198,4470,2207,2722,3628,4451,4825
"ENSMUSG00000091378",2151,3236,1306,2206,2847,4155,3853,2854,1603,339,2124,4058,4450,875
"ENSMUSG00000091410",3936,794,917,4939,3525,2393,1971,430,1134,3316,2039,1865,4796,2838
"ENSMUSG00000091471",1369,927,3423,2280,4455,4389,883,3563,4859,3079,491,4777,2706,3186
"ENSMUSG00000091558",417,1242,4672,3590,358,1470,2536,1308,3974,2714,1931,3616,1349,4276
"ENSMUSG00000092008",384,3048,1966,1046,895,237,3153,632,4518,8,3912,952,877,3585
"ENSMUSG00000092182",3332,563,1761,3455,4987,379,752,1369,637,1906,425,3244,76,4882
"ENSMUSG00000092250",4559,488,3316,3533,1066,4971,3790,1959,4487,1954,4605,2634,139,3363
"ENSMUSG00000092274",598,4794,4012,3097,4826,1004,626,352,4201,2457,4879,922,3750,1543
"ENSMUSG00000092341",1314,719,549,3331,3218,3816,1811,822,2922,2376,4249,2974,3457,220
"ENSMUSG00000092346",1542,2789,4880,2940,516,581,3171,2309,491,4396,1430,2091,1033,856
"ENSMUSG00000092369",4229,2913,1350,3566,4083,2076,2453,3589,1594,4036,1807,527,3733,2203
"ENSMUSG00000092469",493,2094,156,4811,4350,1091,1457,914,132,3476,3994,3611,2076,2396
"ENSMUSG00000092617",2253,1035,1422,933,1890,1349,2670,3678,535,2496,3638,678,4367,3305
"ENSMUSG00000092813",1832,559,2308,2533,3579,3500,4061,4509,4177,4506,274,1862,4463,2183
"ENSMUSG00000093234",2544,3284,1803,447,4645,155,821,4688,4797,2239,4550,448,1956,1204
"ENSMUSG00000093314",2837,1447,2174,170,3794,4049,4515,3723,3601,1715,322,2067,3301,3731
"ENSMUSG00000093315",2677,3272,1980,2955,2736,245,2327,1382,277,3026,4302,4951,2112,2306
"ENSMUSG00000093525",445,184,1738,762,3109,1960,4029,2282,3452,4689,4744,4379,3374,690
"ENSMUSG00000093610",1589,3287,3091,4583,2875,1647,4626,2146,2847,3519,1273,3182,4470,1067
"ENSMUSG00000093628",2327,1233,1297,2799,2428,1378,1031,3805,4354,590,4328,4433,3758,3003
"ENSMUSG00000093757",2246,1220,451,1567,3972,1024,1136,187,1764,4820,1123,3450,893,3114
"ENSMUSG00000093772",1917,1771,3026,3576,3225,2127,141,1854,4144,4479,698,3830,3256,2793
"ENSMUSG00000094133",722,2909,3244,4562,1750,1192,1667,4063,4571,2099,1540,2580,3969,844
"ENSMUSG00000094219",921,625,1883,2697,230,4109,435,3384,1699,1774,4742,200,3626,4009
"ENSMUSG00000094281",346,565,3974,2403,125,430,1162,4642,2739,4011,1449,4574,4066,3431
"ENSMUSG00000094388",4940,3796,472,2198,981,4086,4049,971,3131,4221,2788,3816,4283,4419
"ENSMUSG00000094584",292,1915,2635,961,888,2174,392,4829,1963,1626,284,4024,2930,1819
"ENSMUSG00000094649",38,2934,4475,3427,3295,1857,848,2280,502,1310,3859,4399,1016,4252
"ENSMUSG00000094707",3644,4086,2726,1776,3529,2970,1505,2878,3020,4658,1756,3243,2235,636
"ENSMUSG00000094721",2247,1573,507,3511,4140,728,2441,4478,1330,4122,2649,1713,780,3168
"ENSMUSG00000094732",3906,3082,3368,589,1692,3414,1441,1752,1154,1255,1236,930,1789,3675
"ENSMUSG00000094755",102,4506,3793,3034,2702,3531,1144,1932,2614,3463,4041,3379,1991,2840
"ENSMUSG00000094846",2678,2709,1448,198,2088,4011,3805,245,2801,3670,3034,3250,1181,2949
"ENSMUSG00000094936",4168,4665,3632,3668,2469,3724,3373,3576,4412,292,2090,3506,1911,2327
"ENSMUSG00000094986",4235,1447,1586,2748,4012,369,1313,4257,278,531,3667,682,733,2315
"ENSMUSG00000095098",2984,1201,2881,2054,4312,2196,4522,3699,4230,4109,2862,92,1219,4746
"ENSMUSG00000095189",3369,4902,278,3468,1410,90,4770,3766,481,1305,4482,2737,1640,408
"ENSMUSG00000095484",3801,3843,4734,1584,689,343,4999,2212,4588,1281,3460,1185,2757,3939
"ENSMUSG00000095640",511,10,3720,4065,4302,386,4029,3703,1586,3759,2239,217,1859,3217
"ENSMUSG00000095690",612,4498,4972,146,1339,448,2305,1607,2167,862,1857,4474,4069,1849
"ENSMUSG00000095913",3203,1705,2595,1991,4935,1098,4306,3294,319,4353,3805,2656,122,3799
"ENSMUSG00000095993",1316,3557,1542,3896,2291,2639,1201,4056,697,4907,1349,4011,4446,4408
"ENSMUSG00000096273",1217,2649,4049,1803,3901,626,1064,2568,676,440,4856,4192,11,1183
"ENSMUSG00000096289",3395,989,3241,4212,832,744,2897,3500,126,3208,2279,2753,4673,1939
"ENSMUSG00000096320",1648,593,2130,1734,3983,2228,4092,170,1445,1537,3874,151,2138,2248
"ENSMUSG00000096365",3262,4729,3315,4718,3057,2850,3233,3239,3277,2251,381,2301,2804,4959
"ENSMUSG00000096370",1966,3619,3877,686,214,3831,940,4166,4578,3159,4200,3610,3087,4173
"ENSMUSG00000096436",4435,3560,2516,4466,1772,2854,4692,4671,4624,3691,4410,3729,4406,2428
"ENSMUSG00000096485",1377,1479,4571,3797,4807,2502,1833,3101,1762,4017,3512,130,3635,2439
"ENSMUSG00000096578",4054,1145,323,585,788,4138,4017,3218,3167,4985,3718,1097,3007,1369
"ENSMUSG00000096592",4390,3839,853,2810,4401,772,1424,4299,2489,2649,133,1865,3650,3805
"ENSMUSG00000096708",1562,3458,1290,2499,2398,101,225,112,2946,1065,2422,2117,2280,166
"ENSMUSG00000096740",1916,4128,3744,4138,4338,2979,4464,1038,4105,3877,2966,171,34,4067
"ENSMUSG00000096796",1211,2834,2370,3812,4106,4753,2673,4076,2849,4926,4451,1501,2863,148
"ENSMUSG00000096818",4580,1232,2466,527,4735,3775,960,2458,2322,2171,2993,109,4455,1689
"ENSMUSG00000096872",4378,2923,2654,4881,5,2313,4616,1259,423,1026,1458,4563,355,2807
"ENSMUSG00000097091",955,1963,4371,4284,3126,193,4399,1016,2499,2353,3245,2042,4661,1282
"ENSMUSG00000097233",4191,2433,4478,839,4180,4308,1158,4010,2190,2787,2974,4606,1279,3953
"ENSMUSG00000097404",2386,3166,1643,942,1526,3838,2109,3811,3163,1136,4273,2130,2115,894
"ENSMUSG00000097446",3395,154,3739,4485,4660,418,3389,7,824,3353,1865,25,2319,1327
"ENSMUSG00000097557",1982,2048,4688,2603,2772,1649,1518,1163,4360,1760,2737,2781,3763,665
"ENSMUSG00000097558",4374,24,1047,1808,655,2021,1072,1347,1035,2434,2283,486,1851,1192
"ENSMUSG00000097591",4027,125,3426,3235,1512,4883,410,951,3890,1035,786,1056,1128,3838
"ENSMUSG00000097636",152,3235,546,2381,97,1034,4821,929,2505,641,3545,49,1054,1192
"ENSMUSG00000097646",2866,3583,1428,803,3871,4057,3364,2091,4695,2826,4496,3280,173,3619
"ENSMUSG00000097683",575,295,3656,3443,1673,4067,1179,866,4923,3419,4226,4100,1272,3092
"ENSMUSG00000097690",82,251,2377,1944,3191,244,3408,69,3040,1606,2929,1329,2716,4803
"ENSMUSG00000097719",1959,1598,4310,1955,1552,950,3873,1138,170,131,3631,567,2507,3615
"ENSMUSG00000097735",4897,3436,3108,4287,3226,2287,1986,2855,4638,3771,3510,4245,1108,4880
"ENSMUSG00000097740",128,4754,76,4063,883,294,3913,2776,1817,4959,3163,4014,1668,4422
"ENSMUSG00000097779",4441,4034,4194,1543,2156,4750,4036,367,3774,926,963,2782,1740,3677
"ENSMUSG00000097785",110,1120,804,163,4561,1762,4332,1333,1933,717,10,1233,3637,129
"ENSMUSG00000097787",741,469,3828,3789,4500,762,260,4443,1319,3244,2840,907,4201,2947
"ENSMUSG00000097792",4743,3674,1894,2383,3581,2646,725,2940,3640,4438,4729,1025,3867,333
"ENSMUSG00000097855",3854,1579,2205,2052,2369,4016,4658,3455,2178,176,2566,62,4701,201
"ENSMUSG00000097930",821,3740,260,1799,4064,1108,651,481,597,141,1739,4266,3027,2006
"ENSMUSG00000097937",4513,1724,2195,2062,298,594,1489,550,184,1035,3945,4532,1798,2804
"ENSMUSG00000097950",4002,1986,3080,3999,1879,4580,1891,1258,3499,1795,1858,1402,4537,1429
"ENSMUSG00000097990",2177,1279,547,2838,534,636,3604,2363,1256,4546,755,2483,4827,1398
"ENSMUSG00000098010",4652,3102,4852,635,3831,2063,4668,1082,1448,694,1928,328,4239,1638
"ENSMUSG00000098069",4105,3530,2850,1887,1113,2802,164,998,922,4798,2351,4933,3277,1761
"ENSMUSG00000098074",4159,4944,780,4970,2813,4353,87,2798,1142,3109,70,1007,1726,1307
"ENSMUSG00000098091",3771,1490,796.5,3900,96,3316,206,3425,638,2454,687,4361,1916,1358
"ENSMUSG00000098105",4975,3173,441.5,1953,4426,2700,4511,1051,2809,1511,3940,4516,3516,4489
"ENSMUSG00000098286",348,2145,3749,4734,410,1081,1867,1257,2072,1942,1189,2902,3736,4143
"ENSMUSG00000098289",1606,3372,2748,4706,1553,2022,359,257,1086,463,586,1097,640,4583
"ENSMUSG00000098293",3710,2239,2266,3657,2763,3015,3936,4291,220,696,362,1682,3371,3153
"ENSMUSG00000098346",4143,1937,1344,1460,2926,4589,4149,930,1935,4839,4079,1617,4780,4538
"ENSMUSG00000098363",4114,2513,3862,4324,2790,4282,3544,770,4364,90,1373,1767,2447,4548
"ENSMUSG00000098413",263,3777,117,3990,1184,1100,3629,2125,1943,101,412,2700,3258,1653
"ENSMUSG00000098568",4299,2224,3308,429,1165,4273,925,218,307,827,1006,3998,257,1251
"ENSMUSG00000098718",2650,180,4064,707,3064,3649,648,843,2063,1099,2550,3060,2294,3835
"ENSMUSG00000098730",3836,2217,130,807,4769,4985,838,2200,2811,4084,4739,2559,1369,3907
"ENSMUSG00000098739",4317,2093,2588,2035,3815,1699,2680,1078,2378,4000,4362,1668,2298,2144
"ENSMUSG00000098786",3797,4419,4760,2634,2189,588,1264,1377,1598,3680,445,4290,1773,4272
"ENSMUSG00000098844",1315,2805,3820,1138,2814,3016,4549,99,3958,4292,3661,429,4407,1893
"ENSMUSG00000098928",3977,580,4973,3378,3068,2623,2347,759,4576,3409,885,299,386,2639
"ENSMUSG00000098952",2113,3809,882,2855,890,4155,3595,3345,2052,3609,1867,3451,4358,1142
"ENSMUSG00000099069",3198,1476,2194,3481,770,603,512,2486,546,1967,2367,1566,1378,4450
"ENSMUSG00000099118",1365,1429,3795,215,4438,1933,1807,1339,651,4711,1246,3213,3942,4527
"ENSMUSG00000099230",2217,590,557,4573,288,2504,3445,3635,375,1140,357,3921,3038,463
"ENSMUSG00000099261",2161,2866,2230,4589,3830,578,2579,1499,3865,4455,3595,3087,1566,1973
"ENSMUSG00000099290",2999,3629,3876,1758,967,3383,3409,2161,3136,2840,4402,3968,1887,4168
"ENSMUSG00000099398",2900,1971,4221,1475,4095,1203,3523,4144,1856,284,1038,3930,35,4752
"ENSMUSG00000099655",4520,4561,3663,4888,1342,1410,2837,4659,1193,4753,1706,4862,287,1946
"ENSMUSG00000099678",1004,3369,1537,656,4806,4416,3842,3180,2040,1221,1966,3607,4820,4882
"ENSMUSG00000099746",4568,420,2891,4146,4743,2953,921,2047,254,3750,610,4702,2790,95
"ENSMUSG00000099757",4753,4834,2021,2241,2826,55,162,1196,458,4922,1174,2054,2744,1549
"ENSMUSG00000099923",2429,2078,2646,2796,2784,4545,1914,3573,2410,2875,2234,1822,4440,2619
"ENSMUSG00000099988",871,1477,4865,3814,3793,650,1173,4539,1632,2003,4156,1289,4882,2612
"ENSMUSG00000099998",1843,548,3533,1901,2340,4189,2467,1472,741,4846,3129,3492,3657,723
"ENSMUSG00000100001",3482,2605,355,469,4603,2833,3668,2683,4182,1722,2861,3586,4760,507
"ENSMUSG00000100075",2977,395,1104,3223,4058,754,3162,1045,4177,251,4042,2928,65,1387
"ENSMUSG00000100119",4006,683,3253,1674,4033,1275,4246,3360,1159,4761,695,3302,4370,2586
"ENSMUSG00000100141",3888,3737,3654,1407,3494,3088,4295,505,2928,1267,4532,2198,3277,3564
"ENSMUSG00000100392",2191,3407,4036,1072,4663,1864,2450,766,4245,3332,4166,4150,4797,88
"ENSMUSG00000100417",887,2869,2802,939,4452,4322,3945,1468,3085,2476,4750,3558,4222,1989
"ENSMUSG00000100529",2947,1631,847,2497,2267,2052,2237,4413,2954,1288,4541,1344,3421,581
"ENSMUSG00000100615",3357,932,636,4507,1631,4233,452,2719,3682,228,2025,2784,4643,2574
"ENSMUSG00000100621",3163,4239,3374,1356,3303,76,4713,3419,2688,4123,2750,1666,4405,1825
"ENSMUSG00000100918",73,3435,3931,3480,4944,228,137,4070,3263,1048,282,4022,1289,2063
"ENSMUSG00000100937",4578,4044,2383,1327,3403,1250,163,1970,716,3922,1702,1748,3728,4286
"ENSMUSG00000100969",1602,4426,874,2305,2990,3372,4512,2197,253,3684,1115,1516,2634,388
"ENSMUSG00000101024",4073,540,1535,4259,1022,384,1543,264,121,3878,264,985,4321,1772
"ENSMUSG00000101031",1911,4533,3252,2491,3979,2283,2680,105,348,1223,823,1738,3671,2212
"ENSMUSG00000101079",3144,1843,521,2156,1303,4343,4515,4402,392,1414,3420,4509,3885,3018
"ENSMUSG00000101084",4285,2053,4410,4911,4264,2354,2606,3550,4862,1462,710,2290,1901,910
"ENSMUSG00000101088",2049,4564,1242,3503,3794,1848,2044,4078,4686,990,3242,2663,1125,1624
"ENSMUSG00000101089",2096,1241,3345,1308,743,4624,3160,4746,3349,3153,472,3559,482,1602
"ENSMUSG00000101264",4460,371,4829,2585,1559,318,3300,3770,2224,4578,948,1330,3303,2863
"ENSMUSG00000101389",4624,1088,1706,517,3365,3760,3830,2161,4758,2208,832,1101,2520,3522
"ENSMUSG00000101398",2570,1476,3218,3070,2002,1228,141,3709,261,4658,3513,4765,671,3005
"ENSMUSG00000101439",2264,950,2283,780,4315,1330,1409,4223,100,2670,2565,2289,3015,536
"ENSMUSG00000101630",71,2617,261,285,1811,3320,2096,2474,1186,1734,2691,3534,2414,2477
"ENSMUSG00000101966",471,3510,221,4091,2734,2282,1312,3975,1142,65,4315,228,4707,336
"ENSMUSG00000102057",1016,2786,1272,1589,4153,98,783,1207,1482,4973,2471,1082,106,4348
"ENSMUSG00000102349",4613,985,3055,4425,1764,2165,44,1102,4531,2469,3721,4026,1864,628
"ENSMUSG00000102353",574,554,3491,1835,1538,4425,911,1967,235,4409,759,1688,3310,3052
"ENSMUSG00000103488",193,2609,3907,3918,2330,1991,1255,4718,3406,1139,3478,3772,2214,2905
"ENSMUSG00000103651",398,1321,3531,2032,2608,4276,562,3159,986,2028,3077,2809,3449,261
"ENSMUSG00000104088",1757,4559,2760,1801,4241,39,4029,386,1703,3115,3013,2240,4651,2306
"ENSMUSG00000104884",3339,1738,1692,2196,2848,2654,794,1948,3983,4414,2175,680,4755,3589
"ENSMUSG00000104921",4436,2571,740,3338,3430,2448,2258,201,3490,4819,3114,2769,4445,960
"ENSMUSG00000104979",1430,3463,4493,2591,1705,1412,2965,1613,3166,3498,4690,437,3908,1795
"ENSMUSG00000105709",822,2778,3990,693,3732,1920,1595,4094,975,4089,4603,8,4478,2879
"ENSMUSG00000106278",1910,3689,335,1892,4930,4598,1835,3369,517,611,208,4600,3490,4250
"ENSMUSG00000108414",4586,728,3300,1205,752,3567,4647,4372,2509,1681,220,901,61,4329
"ENSMUSG00000108881",4719,3717,202,2997,4244,1307,115,3990,3074,4698,3717,1076,4328,3397
"ENSMUSG00000108887",4271,2648,3724,1289,1034,3832,625,3942,3269,4802,4517,4827,3654,4188
"ENSMUSG00000108889",1451,4539,2409,2205,2411,2719,2990,1983,4187,3404,4361,2047,1404,4393
"ENSMUSG00000108929",499,3566,1967,995,2840,1212,3250,1035,1996,3228,4000,2251,2746,130
"ENSMUSG00000108945",2527,4143,732,369,4852,4224,1971,2947,3873,133,2859,3247,3428,2567
"ENSMUSG00000108947",1722,1203,4461,4389,1602,4715,1799,2738,4817,1014,517,3437,150,128
"ENSMUSG00000108966",702,1132,4271,3669,2116,2596,4588,1409,656,1546,2406,1008,1171,2355
"ENSMUSG00000108974",247,4890,4960,4801,4335,3635,4832,409,1018,3297,1940,2535,2228,191
"ENSMUSG00000109007",2179,3173,83,2161,4842,1574,615,1456,4847,3458,278,3749,1812,3287
"ENSMUSG00000109022",3686,4733,1363,1321,2070,1085,2682,2288,1082,121,4686,277,4197,826
"ENSMUSG00000109030",4196,2898,1264,2474,1160,574,781,2520,2484,2911,4215,185,3751,4313
"ENSMUSG00000109047",4643,357,3177,1855,331,3250,407,2447,3934,4438,1760,4677,1603,628
"ENSMUSG00000109100",2460,646,4706,2577,144,1314,2219,2403,1782,4495,3150,4801,3828,1802
"ENSMUSG00000109126",2505,724,3785,1060,3130,3835,2399,3626,2930,613,779,3830,4390,4499
"ENSMUSG00000109148",3460,932,2346,2032,2791,3223,4358,3613,2754,1083,1146,1992,2187,4753
"ENSMUSG00000109184",993,503,4766,371,1222,4695,1375,4098,4953,1150,987,4674,929,1925
"ENSMUSG00000109189",687,1372,3014,3000,3964,4392,652,1975,3228,2612,1980,821,3696,4088
"ENSMUSG00000109223",3521,393,3368,2592,3139,4,1696,2314,4177,2919,3664,4439,1551,2416
"ENSMUSG00000109229",1089,243,1060,3665,3931,2499,2886,2583,412,611,2947,1624,170,3893
"ENSMUSG00000109230",4937,3302,511,3924,3066,2256,743,303,4074,330,4078,962,2762,4543
"ENSMUSG00000109285",391,4698,2976,2716,1786,1691,1183,3487,1451,3799,985,2064,4055,3271
"ENSMUSG00000109309",628,1594,3543,4739,4758,4002,4759,3884,4772,2600,3193,3482,4798,157
"ENSMUSG00000109319",1908,4615,4605,1446,2336,3591,3189,345,4857,421,2745,2898,634,4526
"ENSMUSG00000109328",1649,3804,661,3930,1261,3918,4389,1862,4446,4774,3369,2462,3551,2283
"ENSMUSG00000109343",4098,2994,1177,4049,564,2820,4510,2824,3950,4415,2892,311,3147,214
"ENSMUSG00000109410",1531,1265,4015,4391,3358,1584,3057,1263,928,4744,168,2321,1677,1699
"ENSMUSG00000109415",973,1092,2264,4035,1884,405,658,3158,2486,1146,696,3159,3042,4958
"ENSMUSG00000109417",4892,2419,2558,1204,2336,1886,3681,2345,3866,4267,883,3990,2321,4489
"ENSMUSG00000109433",2786,1237,3764,2412,3877,292,802,1004,4672,294,2436,2691,3761,4302
"ENSMUSG00000109496",597,3186,4785,2528,4029,3195,1245,1719,1023,4403,4259,4705,4836,1809
"ENSMUSG00000109520",4643,3224,2404,2595,1805,4967,1155,2227,4594,1179,4480,607,56,2307
"ENSMUSG00000109527",1321,2946,4462,3297,4056,1125,4907,4553,1306,2036,3736,3944,2588,4755
"ENSMUSG00000109530",4396,334,3877,2632,225,3283,412,2084,2063,3377,3351,2250,3322,3243
"ENSMUSG00000109544",2837,726,2488,2779,2487,130,545,687,420,2601,2718,3914,561,4189
"ENSMUSG00000109573",497,4586,1569,190,863,2763,332,4285,1654,551,633,2821,3417,4908
"ENSMUSG00000109695",616,3343,2158,4857,1528,3903,68,3969,4465,3642,976,2921,2928,2953
"ENSMUSG00000110007",890,2627,3945,4433,3909,4847,2529,4957,4963,3269,3018,4500,555,960
"ENSMUSG00000110156",1104,4119,1060,2956,4635,1124,725,3,1092,857,3538,3527,2342,3210
"ENSMUSG00000110210",1822,3501,3759,2217,2949,2361,2635,4214,963,1537,2385,4203,2831,367
"ENSMUSG00000110298",1892,2715,2415,2805,148,1661,827,4986,3127,1266,3646,1794,2826,4586
"ENSMUSG00000110949",2157,3839,2072,4570,24,4091,4952,1946,1929,951,2281,794,91,732
"ENSMUSG00000111118",3023,4017,3845,2468,302,4463,4338,3711,351,883,272,3960,689,4821
"ENSMUSG00000112693",3972,89,2412,2675,2973,2817,4418,4073,3810,2260,166,931,993,381
"ENSMUSG00000114220",3853,3205,1752,1484,3369,1219,865,690,3684,3917,2355,803,1646,4510
"ENSMUSG00000114235",34,3656,4246,2799,4630,4552,2457,1661,2135,364,868,4676,1494,120
"ENSMUSG00000114285",1609,4368,4572,1504,3074,370,4103,3953,1518,1970,3564,2143,4684,2239
"ENSMUSG00000114302",4145,4376,3487,2430,2236,554,3452,1932,2306,3866,636,1362,3063,633
"ENSMUSG00000114315",1795,2444,4859,708,4729,843,3596,3272,4920,3138,4278,1911,1131,441
"ENSMUSG00000114409",407,2097,3396,3017,2062,295,160,2514,1466,4076,1653,3808,2346,4648
"ENSMUSG00000114443",3990,1245,1132,4236,1127,2387,1001,1329,1242,1938,4694,1165,1425,1324
"ENSMUSG00000114469",1092,3364,1721,3438,3908,3704,3776,1774,3144,4115,4818,25,307,3819
"ENSMUSG00000114610",2797,3204,2927,3221,2373,3905,921,2978,692,779,1309,3757,1395,1386
"ENSMUSG00000114644",729,558,2914,1985,4577,4093,1343,4902,787,1079,4885,4501,4477,2264
"ENSMUSG00000114673",2238,2604,3404,63,553,290,3413,2993,2987,3442,906,4973,214,643
"ENSMUSG00000114682",1597,2687,3140,493,197,1798,3442,4918,4686,4818,3780,1360,4960,1891
"ENSMUSG00000114721",2681,4110,332,0,2586,3973,1403,4865,504,127,3325,2136,4193,479
"ENSMUSG00000114742",68,2413,1403,2290,3748,4336,2340,3565,2619,1315,4342,3997,4656,3465
"ENSMUSG00000114761",4326,1482,109,1253,4866,3822,1231,2489,1108,2122,1095,298,2262,3228
"ENSMUSG00000114772",909,999,3203,2351,117,511,4187,1922,2034,843,4195,73,1829,2851
"ENSMUSG00000114796",3910,4431,4371,22,4538,3539,4138,3757,917,2182,308,3466,2379,1730
"ENSMUSG00000114859",3401,3854,3708,3617,11,2787,3330,3550,4437,3157,805,2643,4314,1520
"ENSMUSG00000114931",4209,718,239,836,116,4898,2873,1837,475,1792,380,1482,4726,3791
"ENSMUSG00000116166",111,3403,899,3132,895,3737,2172,3748,3033,221,1951,2983,1061,4670
"ENSMUSG00000116347",512,4524,3665,4281,3038,3141,2171,1142,3862,1489,2490,973,3218,3872
"ENSMUSG00000117655",3549,1171,2375,4224,2824,1742,3488,759,3583,2219,1702,1254,655,38
"ENSMUSG00000117659",3407,3939,3838,213,4422,1045,2962,4457,2959,525,1099,1844,4913,3264
"ENSMUSG00000117664",2472,3052,4205,2462,4374,1097,4672,3821,4328,3320,1456,2340,207,3829
"ENSMUSG00000117666",3127,2802,1920,3226,4056,4152,1472,606,424,2983,2216,4859,95,2618
"ENSMUSG00000117667",4628,2063,4506,80,3354,1698,1344,1871,3630,3214,3489,2201,2214,3618
"ENSMUSG00000117670",4266,4589,1677,2393,2159,4311,1767,3469,1992,91,3383,3257,2142,4751
"ENSMUSG00000117675",3566,2589,4615,4635,3699,2971,1597,3292,4660,1702,3733,850,1904,2203
"ENSMUSG00000117681",908,2174,4368,2227,4665,3258,1768,4428,1116,1467,4509,1375,4953,2149
"ENSMUSG00000117682",3205,2975,804,1869,2348,4591,2522,3888,2797,4464,3979,411,2021,2004
"ENSMUSG00000117684",2833,1883,4475,4048,781,3319,30,3788,2641,4613,4325,2519,4348,4357
"ENSMUSG00000117685",2032,255,1882,4816,2262,3649,1356,2936,1856,3917,2704,4842,1805,3029
"ENSMUSG00000117687",583,1112,2336,4157,3918,1470,2933,651,1857,3521,2713,405,3476,2775
"ENSMUSG00000117690",3143,1539,739,2209,2698,4716,1028,4226,4824,1607,1371,2265,3379,1927
"ENSMUSG00000117691",1119,2317,3605,4068,1427,2730,4370,478,4864,1284,4435,80,4437,2151
"ENSMUSG00000117692",4022,3548,3031,4685,3947,66,374,3613,505,4986,4241,1054,4793,1110
